municipio,uf,ng
Anaurilândia,MS,24
Angélica,MS,22
Antônio João,MS,24
Aparecida do Taboado,MS,18
Aquidauana,MS,24
Aral Moreira,MS,26
Bandeirantes,MS,20
Bataguassu,MS,24
Batayporã,MS,22
Bela Vista,MS,30
Bodoquena,MS,22
Bonito,MS,22
Brasilândia,MS,26
Caarapó,MS,24
Camapuã,MS,22
Campo Grande,MS,30
Caracol,MS,26
Cassilândia,MS,20
Chapadão do Sul,MS,24
Corguinho,MS,18
Coronel Sapucaia,MS,24
Corumbá,MS,26
Costa Rica,MS,24
Coxim,MS,22
Deodápolis,MS,22
Dois Irmãos do Buriti,MS,20
Douradina,MS,20
Dourados,MS,24
Eldorado,MS,22
Figueirão,MS,24
Fátima do Sul,MS,24
Glória de Dourados,MS,22
Guia Lopes da Laguna,MS,22
Iguatemi,MS,24
Inocência,MS,20
Itaporã,MS,20
Itaquiraí,MS,24
Ivinhema,MS,24
Japorã,MS,24
Jaraguari,MS,24
Jardim,MS,22
Jateí,MS,22
Juti,MS,22
Ladário,MS,16
Laguna Carapã,MS,24
Maracaju,MS,24
Miranda,MS,20
Mundo Novo,MS,20
Naviraí,MS,24
Nioaque,MS,24
Nova Alvorada do Sul,MS,28
Nova Andradina,MS,26
Novo Horizonte do Sul,MS,22
Paranaíba,MS,18
Paranhos,MS,22
Paraíso das Águas,MS,24
Pedro Gomes,MS,24
Ponta Porã,MS,26
Porto Murtinho,MS,26
Ribas do Rio Pardo,MS,28
Rio Brilhante,MS,26
Rio Negro,MS,20
Rio Verde de Mato Grosso,MS,24
Rochedo,MS,20
Santa Rita do Pardo,MS,28
Selvíria,MS,20
Sete Quedas,MS,26
Sidrolândia,MS,24
Sonora,MS,24
São Gabriel do Oeste,MS,22
Tacuru,MS,24
Taquarussu,MS,22
Terenos,MS,20
Três Lagoas,MS,22
Vicentina,MS,22
Água Clara,MS,26
Acorizal,MT,20
Alta Floresta,MT,22
Alto Araguaia,MT,24
Alto Boa Vista,MT,20
Alto Garças,MT,20
Alto Paraguai,MT,18
Alto Taquari,MT,22
Apiacás,MT,24
Araguaiana,MT,14
Araguainha,MT,20
Araputanga,MT,20
Arenápolis,MT,18
Aripuanã,MT,22
Barra do Bugres,MT,20
Barra do Garças,MT,16
Barão de Melgaço,MT,22
Bom Jesus do Araguaia,MT,18
Brasnorte,MT,14
Campinápolis,MT,18
Campo Novo do Parecis,MT,16
Campo Verde,MT,26
Campos de Júlio,MT,18
Canabrava do Norte,MT,16
Canarana,MT,18
Carlinda,MT,18
Castanheira,MT,14
Chapada dos Guimarães,MT,20
Cláudia,MT,18
Cocalinho,MT,14
Colniza,MT,18
Colíder,MT,16
Comodoro,MT,20
Confresa,MT,18
Conquista D’Oeste,MT,16
Cotriguaçu,MT,22
Cuiabá,MT,28
Curvelândia,MT,16
Cáceres,MT,20
Denise,MT,18
Diamantino,MT,16
Dom Aquino,MT,20
Feliz Natal,MT,16
Figueirópolis D’Oeste,MT,18
Gaúcha do Norte,MT,18
General Carneiro,MT,20
Glória D’Oeste,MT,14
Guarantã do Norte,MT,22
Guiratinga,MT,18
Indiavaí,MT,20
Ipiranga do Norte,MT,18
Itanhangá,MT,18
Itaúba,MT,16
Itiquira,MT,24
Jaciara,MT,26
Jangada,MT,18
Jauru,MT,20
Juara,MT,14
Juruena,MT,14
Juscimeira,MT,26
Juína,MT,16
Lambari d’Oeste,MT,18
Lucas do Rio Verde,MT,16
Luciara,MT,18
Marcelândia,MT,20
Matupá,MT,22
Mirassol d’Oeste,MT,18
Nobres,MT,18
Nortelândia,MT,18
Nossa Senhora do Livramento,MT,22
Nova Bandeirantes,MT,20
Nova Brasilândia,MT,16
Nova Canaã do Norte,MT,18
Nova Guarita,MT,16
Nova Lacerda,MT,18
Nova Marilândia,MT,18
Nova Maringá,MT,16
Nova Monte Verde,MT,16
Nova Mutum,MT,18
Nova Nazaré,MT,14
Nova Olímpia,MT,18
Nova Santa Helena,MT,18
Nova Ubiratã,MT,16
Nova Xavantina,MT,14
Novo Horizonte do Norte,MT,12
Novo Mundo,MT,26
Novo Santo Antônio,MT,14
Novo São Joaquim,MT,16
Paranatinga,MT,16
Paranaíta,MT,22
Pedra Preta,MT,18
Peixoto de Azevedo,MT,22
Planalto da Serra,MT,14
Poconé,MT,20
Pontal do Araguaia,MT,16
Ponte Branca,MT,20
Pontes e Lacerda,MT,20
Porto Alegre do Norte,MT,18
Porto Esperidião,MT,16
Porto Estrela,MT,16
Porto dos Gaúchos,MT,18
Poxoréu,MT,20
Primavera do Leste,MT,18
Querência,MT,22
Reserva do Cabaçal,MT,20
Ribeirão Cascalheira,MT,16
Ribeirãozinho,MT,18
Rio Branco,MT,20
Rondolândia,MT,14
Rondonópolis,MT,20
Rosário Oeste,MT,18
Salto do Céu,MT,20
Santa Carmem,MT,16
Santa Cruz do Xingu,MT,22
Santa Rita do Trivelato,MT,18
Santa Terezinha,MT,22
Santo Afonso,MT,18
Santo Antônio do Leste,MT,16
Santo Antônio do Leverger,MT,28
Sapezal,MT,16
Serra Nova Dourada,MT,14
Sinop,MT,18
Sorriso,MT,18
São Félix do Araguaia,MT,22
São José do Povo,MT,16
São José do Rio Claro,MT,14
São José do Xingu,MT,24
São José dos Quatro Marcos,MT,18
São Pedro da Cipa,MT,20
Tabaporã,MT,16
Tangará da Serra,MT,20
Tapurah,MT,18
Terra Nova do Norte,MT,18
Tesouro,MT,20
Torixoréu,MT,18
União do Sul,MT,16
Vale de São Domingos,MT,20
Vera,MT,18
Vila Bela da Santíssima Trindade,MT,18
Vila Rica,MT,22
Várzea Grande,MT,22
Água Boa,MT,18
Abaetetuba,PA,24
Abel Figueiredo,PA,14
Acará,PA,24
Afuá,PA,20
Alenquer,PA,16
Almeirim,PA,14
Altamira,PA,24
Anajás,PA,26
Ananindeua,PA,24
Anapu,PA,12
Augusto Corrêa,PA,6
Aurora do Pará,PA,18
Aveiro,PA,18
Bagre,PA,18
Baião,PA,22
Bannach,PA,26
Barcarena,PA,24
Belterra,PA,16
Belém,PA,24
Benevides,PA,22
Bom Jesus do Tocantins,PA,14
Bonito,PA,14
Bragança,PA,10
Brasil Novo,PA,8
Brejo Grande do Araguaia,PA,12
Breu Branco,PA,14
Breves,PA,24
Bujaru,PA,24
Cachoeira do Arari,PA,14
Cachoeira do Piriá,PA,16
Cametá,PA,24
Canaã dos Carajás,PA,18
Capanema,PA,12
Capitão Poço,PA,16
Castanhal,PA,18
Chaves,PA,18
Colares,PA,14
Conceição do Araguaia,PA,24
Concórdia do Pará,PA,20
Cumaru do Norte,PA,28
Curionópolis,PA,14
Curralinho,PA,20
Curuá,PA,16
Curuçá,PA,10
Dom Eliseu,PA,12
Eldorado do Carajás,PA,14
Faro,PA,16
Floresta do Araguaia,PA,20
Garrafão do Norte,PA,16
Goianésia do Pará,PA,16
Gurupá,PA,16
Igarapé-Açu,PA,14
Igarapé-Miri,PA,24
Inhangapi,PA,20
Ipixuna do Pará,PA,18
Irituia,PA,14
Itaituba,PA,22
Itupiranga,PA,14
Jacareacanga,PA,26
Jacundá,PA,16
Juruti,PA,16
Limoeiro do Ajuru,PA,22
Magalhães Barata,PA,10
Marabá,PA,14
Maracanã,PA,12
Marapanim,PA,12
Marituba,PA,24
Medicilândia,PA,10
Melgaço,PA,20
Mocajuba,PA,22
Moju,PA,24
Mojuí dos Campos,PA,14
Monte Alegre,PA,10
Muaná,PA,24
Mãe do Rio,PA,14
Nova Esperança do Piriá,PA,16
Nova Ipixuna,PA,14
Nova Timboteua,PA,14
Novo Progresso,PA,30
Novo Repartimento,PA,16
Oeiras do Pará,PA,22
Oriximiná,PA,20
Ourilândia do Norte,PA,28
Ourém,PA,12
Pacajá,PA,12
Palestina do Pará,PA,12
Paragominas,PA,16
Parauapebas,PA,18
Pau D’Arco,PA,20
Peixe-Boi,PA,12
Piçarra,PA,18
Placas,PA,16
Ponta de Pedras,PA,22
Portel,PA,16
Porto de Moz,PA,10
Prainha,PA,10
Primavera,PA,8
Quatipuru,PA,6
Redenção,PA,22
Rio Maria,PA,20
Rondon do Pará,PA,14
Rurópolis,PA,18
Salinópolis,PA,6
Salvaterra,PA,12
Santa Bárbara do Pará,PA,20
Santa Cruz do Arari,PA,14
Santa Izabel do Pará,PA,22
Santa Luzia do Pará,PA,14
Santa Maria das Barreiras,PA,24
Santa Maria do Pará,PA,14
Santana do Araguaia,PA,24
Santarém,PA,16
Santarém Novo,PA,8
Santo Antônio do Tauá,PA,18
Sapucaia,PA,12
Senador José Porfírio,PA,12
Soure,PA,8
São Caetano de Odivelas,PA,14
São Domingos do Araguaia,PA,12
São Domingos do Capim,PA,18
São Francisco do Pará,PA,16
São Félix do Xingu,PA,30
São Geraldo do Araguaia,PA,16
São João da Ponta,PA,12
São João de Pirabas,PA,6
São João do Araguaia,PA,12
São Miguel do Guamá,PA,18
São Sebastião da Boa Vista,PA,24
Tailândia,PA,20
Terra Alta,PA,12
Terra Santa,PA,16
Tomé-Açu,PA,22
Tracuateua,PA,12
Trairão,PA,18
Tucumã,PA,24
Tucuruí,PA,14
Ulianópolis,PA,10
Uruará,PA,12
Vigia,PA,16
Viseu,PA,16
Vitória do Xingu,PA,12
Xinguara,PA,18
Água Azul do Norte,PA,20
Óbidos,PA,16
Aguiar,PB,6
Alagoa Grande,PB,2
Alagoa Nova,PB,2
Alagoinha,PB,2
Alcantil,PB,4
Algodão de Jandaíra,PB,2
Alhandra,PB,2
Amparo,PB,4
Aparecida,PB,8
Arara,PB,2
Araruna,PB,2
Araçagi,PB,2
Areia,PB,2
Areia de Baraúnas,PB,6
Areial,PB,2
Aroeiras,PB,2
Assunção,PB,4
Bananeiras,PB,2
Baraúna,PB,4
Barra de Santa Rosa,PB,4
Barra de Santana,PB,4
Barra de São Miguel,PB,4
Bayeux,PB,2
Baía da Traição,PB,2
Belém,PB,2
Belém do Brejo do Cruz,PB,6
Bernardino Batista,PB,4
Boa Ventura,PB,8
Boa Vista,PB,4
Bom Jesus,PB,4
Bom Sucesso,PB,6
Bonito de Santa Fé,PB,6
Boqueirão,PB,4
Borborema,PB,2
Brejo do Cruz,PB,6
Brejo dos Santos,PB,6
Caaporã,PB,2
Cabaceiras,PB,4
Cabedelo,PB,2
Cachoeira dos Índios,PB,4
Cacimba de Areia,PB,8
Cacimba de Dentro,PB,2
Cacimbas,PB,8
Caiçara,PB,2
Cajazeiras,PB,4
Cajazeirinhas,PB,10
Caldas Brandão,PB,2
Camalaú,PB,4
Campina Grande,PB,4
Capim,PB,2
Caraúbas,PB,4
Carrapateira,PB,6
Casserengue,PB,2
Catingueira,PB,12
Catolé do Rocha,PB,6
Caturité,PB,4
Conceição,PB,6
Condado,PB,12
Conde,PB,2
Congo,PB,4
Coremas,PB,8
Coxixola,PB,4
Cruz do Espírito Santo,PB,2
Cubati,PB,4
Cuitegi,PB,2
Cuité,PB,4
Cuité de Mamanguape,PB,2
Curral Velho,PB,8
Curral de Cima,PB,2
Damião,PB,2
Desterro,PB,6
Diamante,PB,6
Dona Inês,PB,2
Duas Estradas,PB,2
Emas,PB,10
Esperança,PB,2
Fagundes,PB,2
Frei Martinho,PB,6
Gado Bravo,PB,2
Guarabira,PB,2
Gurinhém,PB,2
Gurjão,PB,4
Ibiara,PB,6
Igaracy,PB,6
Imaculada,PB,8
Ingá,PB,2
Itabaiana,PB,2
Itaporanga,PB,6
Itapororoca,PB,2
Itatuba,PB,2
Jacaraú,PB,2
Jericó,PB,8
Joca Claudino,PB,4
João Pessoa,PB,2
Juarez Távora,PB,2
Juazeirinho,PB,4
Junco do Seridó,PB,6
Juripiranga,PB,2
Juru,PB,8
Lagoa,PB,8
Lagoa Seca,PB,2
Lagoa de Dentro,PB,2
Lastro,PB,6
Livramento,PB,4
Logradouro,PB,2
Lucena,PB,2
Malta,PB,12
Mamanguape,PB,2
Manaíra,PB,6
Marcação,PB,2
Mari,PB,2
Marizópolis,PB,4
Massaranduba,PB,2
Mataraca,PB,2
Matinhas,PB,2
Mato Grosso,PB,8
Matureia,PB,10
Mogeiro,PB,2
Montadas,PB,2
Monte Horebe,PB,6
Monteiro,PB,6
Mulungu,PB,2
Mãe d’Água,PB,10
Natuba,PB,2
Nazarezinho,PB,6
Nova Floresta,PB,4
Nova Olinda,PB,6
Nova Palmeira,PB,4
Olho d’Água,PB,10
Olivedos,PB,4
Ouro Velho,PB,6
Parari,PB,4
Passagem,PB,8
Patos,PB,12
Paulista,PB,10
Pedra Branca,PB,8
Pedra Lavrada,PB,4
Pedras de Fogo,PB,2
Pedro Régis,PB,2
Piancó,PB,8
Picuí,PB,4
Pilar,PB,2
Pilões,PB,2
Pilõezinhos,PB,2
Pirpirituba,PB,2
Pitimbu,PB,2
Pocinhos,PB,4
Pombal,PB,10
Poço Dantas,PB,4
Poço de José de Moura,PB,4
Prata,PB,6
Princesa Isabel,PB,6
Puxinanã,PB,2
Queimadas,PB,2
Quixaba,PB,10
Remígio,PB,2
Riacho de Santo Antônio,PB,4
Riacho dos Cavalos,PB,8
Riachão,PB,2
Riachão do Bacamarte,PB,2
Riachão do Poço,PB,2
Rio Tinto,PB,2
Salgadinho,PB,6
Salgado de São Félix,PB,2
Santa Cecília,PB,2
Santa Cruz,PB,6
Santa Helena,PB,4
Santa Inês,PB,8
Santa Luzia,PB,8
Santa Rita,PB,2
Santa Teresinha,PB,12
Santana de Mangueira,PB,6
Santana dos Garrotes,PB,6
Santo André,PB,4
Sapé,PB,2
Serra Branca,PB,4
Serra Grande,PB,6
Serra Redonda,PB,2
Serra da Raiz,PB,2
Serraria,PB,2
Sertãozinho,PB,2
Sobrado,PB,2
Soledade,PB,4
Solânea,PB,2
Sossego,PB,4
Sousa,PB,6
Sumé,PB,4
São Bentinho,PB,10
São Bento,PB,8
São Domingos,PB,8
São Domingos do Cariri,PB,2
São Francisco,PB,6
São José da Lagoa Tapada,PB,6
São José de Caiana,PB,6
São José de Espinharas,PB,12
São José de Piranhas,PB,6
São José de Princesa,PB,6
São José do Bonfim,PB,10
São José do Brejo do Cruz,PB,6
São José do Sabugi,PB,8
São José dos Cordeiros,PB,4
São José dos Ramos,PB,2
São João do Cariri,PB,4
São João do Rio do Peixe,PB,4
São João do Tigre,PB,4
São Mamede,PB,10
São Miguel de Taipu,PB,2
São Sebastião de Lagoa de Roça,PB,2
São Sebastião do Umbuzeiro,PB,4
São Vicente do Seridó,PB,4
Tacima,PB,2
Taperoá,PB,6
Tavares,PB,8
Teixeira,PB,8
Tenório,PB,4
Triunfo,PB,4
Uiraúna,PB,6
Umbuzeiro,PB,2
Vieirópolis,PB,6
Vista Serrana,PB,10
Várzea,PB,10
Zabelê,PB,4
Água Branca,PB,8
Abreu e Lima,PE,2
Afogados da Ingazeira,PE,8
Afrânio,PE,4
Agrestina,PE,4
Alagoinha,PE,4
Aliança,PE,2
Altinho,PE,4
Amaraji,PE,2
Angelim,PE,2
Araripina,PE,6
Araçoiaba,PE,2
Arcoverde,PE,4
Barra de Guabiraba,PE,2
Barreiros,PE,2
Belo Jardim,PE,4
Belém de Maria,PE,2
Belém do São Francisco,PE,6
Betânia,PE,6
Bezerros,PE,4
Bodocó,PE,6
Bom Conselho,PE,4
Bom Jardim,PE,2
Bonito,PE,2
Brejinho,PE,8
Brejo da Madre de Deus,PE,4
Brejão,PE,2
Buenos Aires,PE,2
Buíque,PE,4
Cabo de Santo Agostinho,PE,2
Cabrobó,PE,4
Cachoeirinha,PE,4
Caetés,PE,4
Calumbi,PE,6
Calçado,PE,4
Camaragibe,PE,2
Camocim de São Félix,PE,2
Camutanga,PE,2
Canhotinho,PE,2
Capoeiras,PE,4
Carnaubeira da Penha,PE,6
Carnaíba,PE,8
Carpina,PE,2
Caruaru,PE,4
Casinhas,PE,2
Catende,PE,2
Cedro,PE,6
Chã Grande,PE,2
Chã de Alegria,PE,2
Condado,PE,2
Correntes,PE,2
Cortês,PE,2
Cumaru,PE,2
Cupira,PE,2
Custódia,PE,6
Dormentes,PE,4
Escada,PE,2
Exu,PE,4
Feira Nova,PE,2
Ferreiros,PE,2
Flores,PE,6
Floresta,PE,6
Frei Miguelinho,PE,2
Gameleira,PE,2
Garanhuns,PE,4
Glória do Goitá,PE,2
Goiana,PE,2
Granito,PE,6
Gravatá,PE,2
Iati,PE,4
Ibimirim,PE,4
Ibirajuba,PE,4
Igarassu,PE,2
Iguaracy,PE,8
Ilha de Itamaracá,PE,2
Inajá,PE,4
Ingazeira,PE,8
Ipojuca,PE,2
Ipubi,PE,4
Itacuruba,PE,6
Itambé,PE,2
Itapetim,PE,8
Itapissuma,PE,2
Itaquitinga,PE,2
Itaíba,PE,4
Jaboatão dos Guararapes,PE,2
Jaqueira,PE,2
Jataúba,PE,4
Jatobá,PE,4
Joaquim Nabuco,PE,2
João Alfredo,PE,2
Jucati,PE,4
Jupi,PE,4
Jurema,PE,2
Lagoa Grande,PE,4
Lagoa de Itaenga,PE,2
Lagoa do Carro,PE,2
Lagoa do Ouro,PE,2
Lagoa dos Gatos,PE,2
Lajedo,PE,4
Limoeiro,PE,2
Macaparana,PE,2
Machados,PE,2
Manari,PE,4
Maraial,PE,2
Mirandiba,PE,6
Moreilândia,PE,4
Moreno,PE,2
Nazaré da Mata,PE,2
Olinda,PE,2
Orobó,PE,2
Orocó,PE,4
Ouricuri,PE,6
Palmares,PE,2
Palmeirina,PE,2
Panelas,PE,2
Paranatama,PE,2
Parnamirim,PE,6
Passira,PE,2
Paudalho,PE,2
Paulista,PE,2
Pedra,PE,4
Pesqueira,PE,4
Petrolina,PE,6
Petrolândia,PE,6
Pombos,PE,2
Poção,PE,4
Primavera,PE,2
Quipapá,PE,2
Quixaba,PE,8
Recife,PE,2
Riacho das Almas,PE,2
Ribeirão,PE,2
Rio Formoso,PE,2
Sairé,PE,2
Salgadinho,PE,2
Salgueiro,PE,6
Saloá,PE,4
Sanharó,PE,4
Santa Cruz,PE,6
Santa Cruz da Baixa Verde,PE,6
Santa Cruz do Capibaribe,PE,4
Santa Filomena,PE,4
Santa Maria da Boa Vista,PE,4
Santa Maria do Cambucá,PE,2
Santa Terezinha,PE,8
Serra Talhada,PE,6
Serrita,PE,6
Sertânia,PE,6
Sirinhaém,PE,2
Solidão,PE,8
Surubim,PE,2
São Benedito do Sul,PE,2
São Bento do Una,PE,4
São Caitano,PE,4
São Joaquim do Monte,PE,4
São José da Coroa Grande,PE,2
São José do Belmonte,PE,8
São José do Egito,PE,8
São João,PE,2
São Lourenço da Mata,PE,2
São Vicente Férrer,PE,2
Tabira,PE,8
Tacaimbó,PE,4
Tacaratu,PE,4
Tamandaré,PE,2
Taquaritinga do Norte,PE,4
Terezinha,PE,2
Terra Nova,PE,4
Timbaúba,PE,2
Toritama,PE,4
Tracunhaém,PE,2
Trindade,PE,4
Triunfo,PE,6
Tupanatinga,PE,4
Tuparetama,PE,6
Venturosa,PE,4
Verdejante,PE,6
Vertente do Lério,PE,2
Vertentes,PE,4
Vicência,PE,2
Vitória de Santo Antão,PE,2
Xexéu,PE,2
Água Preta,PE,2
Águas Belas,PE,4
Acauã,PI,4
Agricolândia,PI,10
Alagoinha do Piauí,PI,6
Alegrete do Piauí,PI,4
Alto Longá,PI,14
Altos,PI,14
Alvorada do Gurgueia,PI,14
Amarante,PI,10
Angical do Piauí,PI,10
Antônio Almeida,PI,8
Anísio de Abreu,PI,6
Aroazes,PI,14
Aroeiras do Itaim,PI,12
Arraial,PI,10
Assunção do Piauí,PI,8
Avelino Lopes,PI,10
Baixa Grande do Ribeiro,PI,16
Barra D’Alcântara,PI,12
Barras,PI,22
Barreiras do Piauí,PI,18
Barro Duro,PI,12
Batalha,PI,22
Bela Vista do Piauí,PI,6
Belém do Piauí,PI,6
Beneditinos,PI,12
Bertolínia,PI,8
Betânia do Piauí,PI,4
Boa Hora,PI,16
Bocaina,PI,14
Bom Jesus,PI,12
Bom Princípio do Piauí,PI,8
Bonfim do Piauí,PI,6
Boqueirão do Piauí,PI,12
Brasileira,PI,16
Brejo do Piauí,PI,8
Buriti dos Lopes,PI,10
Buriti dos Montes,PI,8
Cabeceiras do Piauí,PI,14
Cajazeiras do Piauí,PI,10
Cajueiro da Praia,PI,6
Caldeirão Grande do Piauí,PI,6
Campinas do Piauí,PI,8
Campo Alegre do Fidalgo,PI,6
Campo Grande do Piauí,PI,8
Campo Largo do Piauí,PI,22
Campo Maior,PI,14
Canavieira,PI,8
Canto do Buriti,PI,10
Capitão Gervásio Oliveira,PI,6
Capitão de Campos,PI,12
Caracol,PI,8
Caraúbas do Piauí,PI,14
Caridade do Piauí,PI,6
Castelo do Piauí,PI,10
Caxingó,PI,12
Cocal,PI,14
Cocal de Telha,PI,12
Cocal dos Alves,PI,12
Coivaras,PI,14
Colônia do Gurgueia,PI,6
Colônia do Piauí,PI,10
Conceição do Canindé,PI,6
Coronel José Dias,PI,6
Corrente,PI,12
Cristalândia do Piauí,PI,12
Cristino Castro,PI,12
Curimatá,PI,12
Currais,PI,12
Curral Novo do Piauí,PI,4
Curralinhos,PI,10
Demerval Lobão,PI,12
Dirceu Arcoverde,PI,6
Dom Expedito Lopes,PI,14
Dom Inocêncio,PI,6
Domingos Mourão,PI,10
Elesbão Veloso,PI,14
Eliseu Martins,PI,8
Esperantina,PI,22
Fartura do Piauí,PI,6
Flores do Piauí,PI,8
Floresta do Piauí,PI,8
Floriano,PI,8
Francinópolis,PI,12
Francisco Ayres,PI,8
Francisco Macedo,PI,6
Francisco Santos,PI,10
Fronteiras,PI,4
Geminiano,PI,12
Gilbués,PI,18
Guadalupe,PI,10
Guaribas,PI,12
Hugo Napoleão,PI,10
Ilha Grande,PI,4
Inhuma,PI,16
Ipiranga do Piauí,PI,16
Isaías Coelho,PI,8
Itainópolis,PI,10
Itaueira,PI,8
Jacobina do Piauí,PI,6
Jaicós,PI,10
Jardim do Mulato,PI,10
Jatobá do Piauí,PI,14
Jerumenha,PI,8
Joaquim Pires,PI,14
Joca Marques,PI,14
José de Freitas,PI,12
João Costa,PI,8
Juazeiro do Piauí,PI,10
Jurema,PI,8
Júlio Borges,PI,12
Lagoa Alegre,PI,14
Lagoa de São Francisco,PI,12
Lagoa do Barro do Piauí,PI,6
Lagoa do Piauí,PI,12
Lagoa do Sítio,PI,16
Lagoinha do Piauí,PI,10
Landri Sales,PI,8
Luzilândia,PI,18
Luís Correia,PI,8
Madeiro,PI,16
Manoel Emídio,PI,12
Marcolândia,PI,6
Marcos Parente,PI,8
Massapê do Piauí,PI,8
Matias Olímpio,PI,20
Miguel Alves,PI,20
Miguel Leão,PI,10
Milton Brandão,PI,12
Monsenhor Gil,PI,12
Monsenhor Hipólito,PI,8
Monte Alegre do Piauí,PI,16
Morro Cabeça no Tempo,PI,12
Morro do Chapéu do Piauí,PI,20
Murici dos Portelas,PI,12
Nazaré do Piauí,PI,8
Nazária,PI,12
Nossa Senhora de Nazaré,PI,12
Nossa Senhora dos Remédios,PI,22
Nova Santa Rita,PI,6
Novo Oriente do Piauí,PI,16
Novo Santo Antônio,PI,12
Oeiras,PI,14
Olho d’Água do Piauí,PI,12
Padre Marcos,PI,6
Paes Landim,PI,8
Pajeú do Piauí,PI,8
Palmeira do Piauí,PI,14
Palmeirais,PI,10
Paquetá,PI,14
Parnaguá,PI,12
Parnaíba,PI,4
Passagem Franca do Piauí,PI,12
Patos do Piauí,PI,8
Pau D’Arco do Piauí,PI,14
Paulistana,PI,6
Pavussu,PI,6
Pedro II,PI,12
Pedro Laurentino,PI,8
Picos,PI,14
Pimenteiras,PI,14
Pio IX,PI,8
Piracuruca,PI,14
Piripiri,PI,16
Porto,PI,22
Porto Alegre do Piauí,PI,8
Prata do Piauí,PI,12
Queimada Nova,PI,4
Redenção do Gurgueia,PI,12
Regeneração,PI,10
Riacho Frio,PI,12
Ribeira do Piauí,PI,10
Ribeiro Gonçalves,PI,12
Rio Grande do Piauí,PI,6
Santa Cruz do Piauí,PI,14
Santa Cruz dos Milagres,PI,14
Santa Filomena,PI,20
Santa Luz,PI,12
Santa Rosa do Piauí,PI,12
Santana do Piauí,PI,14
Santo Antônio de Lisboa,PI,12
Santo Antônio dos Milagres,PI,10
Santo Inácio do Piauí,PI,10
Sebastião Barros,PI,12
Sebastião Leal,PI,12
Sigefredo Pacheco,PI,12
Simplício Mendes,PI,8
Simões,PI,6
Socorro do Piauí,PI,10
Sussuapara,PI,14
São Braz do Piauí,PI,6
São Francisco de Assis do Piauí,PI,6
São Francisco do Piauí,PI,8
São Félix do Piauí,PI,14
São Gonçalo do Gurgueia,PI,16
São Gonçalo do Piauí,PI,10
São José do Divino,PI,14
São José do Peixe,PI,8
São José do Piauí,PI,16
São João da Canabrava,PI,16
São João da Fronteira,PI,10
São João da Serra,PI,10
São João da Varjota,PI,14
São João do Arraial,PI,20
São João do Piauí,PI,8
São Julião,PI,6
São Lourenço do Piauí,PI,6
São Luis do Piauí,PI,14
São Miguel da Baixa Grande,PI,14
São Miguel do Fidalgo,PI,8
São Miguel do Tapuio,PI,12
São Pedro do Piauí,PI,10
São Raimundo Nonato,PI,6
Tamboril do Piauí,PI,8
Tanque do Piauí,PI,12
Teresina,PI,12
União,PI,14
Uruçuí,PI,14
Valença do Piauí,PI,16
Vera Mendes,PI,8
Vila Nova do Piauí,PI,6
Várzea Branca,PI,6
Várzea Grande,PI,12
Wall Ferraz,PI,12
Água Branca,PI,10
Abatiá,PR,14
Adrianópolis,PR,18
Agudos do Sul,PR,14
Almirante Tamandaré,PR,12
Altamira do Paraná,PR,22
Alto Paraná,PR,18
Alto Paraíso,PR,24
Alto Piquiri,PR,20
Altônia,PR,20
Alvorada do Sul,PR,16
Amaporã,PR,18
Ampére,PR,22
Anahy,PR,20
Andirá,PR,16
Antonina,PR,18
Antônio Olinto,PR,12
Apucarana,PR,18
Arapongas,PR,18
Arapoti,PR,16
Arapuã,PR,16
Araruna,PR,18
Araucária,PR,14
Ariranha do Ivaí,PR,16
Assaí,PR,12
Assis Chateaubriand,PR,22
Astorga,PR,18
Atalaia,PR,18
Balsa Nova,PR,12
Bandeirantes,PR,16
Barbosa Ferraz,PR,18
Barra do Jacaré,PR,16
Barracão,PR,22
Bela Vista da Caroba,PR,22
Bela Vista do Paraíso,PR,14
Bituruna,PR,18
Boa Esperança,PR,18
Boa Esperança do Iguaçu,PR,20
Boa Ventura de São Roque,PR,16
Boa Vista da Aparecida,PR,22
Bocaiúva do Sul,PR,16
Bom Jesus do Sul,PR,22
Bom Sucesso,PR,18
Bom Sucesso do Sul,PR,20
Borrazópolis,PR,16
Braganey,PR,22
Brasilândia do Sul,PR,20
Cafeara,PR,16
Cafelândia,PR,18
Cafezal do Sul,PR,22
Califórnia,PR,18
Cambará,PR,16
Cambira,PR,18
Cambé,PR,16
Campina Grande do Sul,PR,16
Campina da Lagoa,PR,22
Campina do Simão,PR,16
Campo Bonito,PR,22
Campo Largo,PR,14
Campo Magro,PR,12
Campo Mourão,PR,18
Campo do Tenente,PR,14
Candói,PR,20
Cantagalo,PR,18
Capanema,PR,24
Capitão Leônidas Marques,PR,24
Carambeí,PR,12
Carlópolis,PR,12
Cascavel,PR,22
Castro,PR,14
Catanduvas,PR,20
Centenário do Sul,PR,16
Cerro Azul,PR,14
Chopinzinho,PR,22
Cianorte,PR,20
Cidade Gaúcha,PR,20
Clevelândia,PR,18
Colombo,PR,14
Colorado,PR,18
Congonhinhas,PR,14
Conselheiro Mairinck,PR,12
Contenda,PR,14
Corbélia,PR,20
Cornélio Procópio,PR,14
Coronel Domingos Soares,PR,16
Coronel Vivida,PR,20
Corumbataí do Sul,PR,16
Cruz Machado,PR,16
Cruzeiro do Iguaçu,PR,20
Cruzeiro do Oeste,PR,22
Cruzeiro do Sul,PR,18
